AlexNet,AlexNetV2,AlexNetV3,PreTrainedAlexNet,WeakAlexNet
4.62614870071411,10.3537788391113,8.35253715515137,1.65915143489838,4.51024198532105
4.62599802017212,4.82769250869751,4.96452808380127,0.507204413414001,3.87273192405701
4.62575340270996,4.16422462463379,4.62827968597412,0.256160497665405,3.28119301795959
4.62516021728516,3.94445085525513,4.34910011291504,0.193045422434807,2.84047746658325
4.62192964553833,3.56837034225464,4.15266036987305,0.124282814562321,2.41403651237488
4.61499929428101,3.21124768257141,3.79891538619995,0.135479047894478,2.12544083595276
4.58526515960693,2.76109504699707,3.42876434326172,0.0829301029443741,1.79443693161011
4.56983280181885,2.50386214256287,3.16290402412415,0.0647253021597862,1.51685547828674
4.53451299667358,2.26786947250366,2.85600805282593,0.0708207488059998,1.22211885452271
4.46802282333374,2.15096092224121,2.61781334877014,0.0548043623566628,0.915771424770355
4.38550710678101,1.88838410377502,2.3682873249054,0.0315971970558166,0.69335150718689
4.25875091552734,1.62270557880402,2.11780118942261,0.0515832304954529,0.523399412631989
4.0980978012085,1.58247268199921,1.96738302707672,0.0371746383607388,0.368806332349777
3.91891884803772,1.370729804039,1.84690952301025,0.0213663149625063,0.20145720243454
3.69671320915222,1.26102459430695,1.69650864601135,0.0184292010962963,0.129118964076042
3.52836918830872,1.15900719165802,1.52289390563965,0.0338726602494717,0.0759336799383163
3.32386684417725,1.15224075317383,1.44933366775513,0.0193280316889286,0.0538807213306427
3.15379858016968,0.940837144851685,1.34842371940613,0.019707664847374,0.0300252307206392
2.94767665863037,0.905680477619171,1.16621732711792,0.0177761539816856,0.0187420770525932
2.79724717140198,0.837453961372376,1.08814895153046,0.0177012030035257,0.0126849357038736
2.62221598625183,0.805099189281464,1.02219223976135,0.0282755680382252,0.00975675228983164
2.40723514556885,0.706445097923279,0.966364800930023,0.0230749882757664,0.0100982328876853
2.33470892906189,0.710339903831482,0.875131785869598,0.0136862145736814,0.00803607143461704
2.08407258987427,0.626432538032532,0.840184569358826,0.00503422319889069,0.00749188009649515
1.96192765235901,0.564558982849121,0.788883566856384,0.0109761115163565,0.00698379380628467
1.77058792114258,0.530416429042816,0.745185077190399,0.00969098601490259,0.00658113369718194
1.60264301300049,0.529077291488647,0.705695629119873,0.00697001395747066,0.00655844714492559
1.44980037212372,0.536380052566528,0.688092052936554,0.00689427088946104,0.00660376064479351
1.35746169090271,0.538898706436157,0.676450610160828,0.0174611676484346,0.00643190136179328
1.11298537254334,0.517019271850586,0.61457633972168,0.0184834431856871,0.00642240140587091
1.15511989593506,0.454125761985779,0.627014100551605,0.0166711043566465,0.00648056715726852
1.01653909683228,0.433024317026138,0.542234420776367,0.0167894680052996,0.00635124463587999
0.982749223709106,0.405804127454758,0.510861158370972,0.00893959403038025,0.00636572483927012
0.962049961090088,0.457042157649994,0.573785722255707,0.0061784666031599,0.00632570497691631
0.834308087825775,0.414279103279114,0.495537579059601,0.00514315161854029,0.00632119737565517
0.788935124874115,0.427768975496292,0.485877394676209,0.00363316736184061,0.0065923361107707
0.729681849479675,0.408452361822128,0.509409606456757,0.00173397443722934,0.00649305433034897
0.662270963191986,0.372567385435104,0.479160726070404,0.00987907126545906,0.00656354753300548
0.651216268539429,0.434981971979141,0.423237234354019,0.00577224185690284,0.00662460597231984
0.58626252412796,0.346351146697998,0.380810707807541,0.00793179124593735,0.00663757277652621
0.496020555496216,0.334334373474121,0.401574373245239,0.00324648735113442,0.0066376724280417
0.46356326341629,0.369557082653046,0.368556052446365,0.00166615925263613,0.00684652058407664
0.501386702060699,0.339424103498459,0.388307362794876,0.00524832215160131,0.00681963749229908
0.549335062503815,0.373967498540878,0.364072501659393,0.0115970587357879,0.00692839035764337
0.512564718723297,0.358501315116882,0.380975037813187,0.00519187981262803,0.00696147186681628
0.45854663848877,0.395122349262238,0.349777966737747,0.0042526382021606,0.0070496704429388
0.415516376495361,0.314708530902863,0.340028256177902,0.00479020224884152,0.00707822479307652
0.443636357784271,0.337825953960419,0.366534203290939,0.00293126772157848,0.00707976939156652
0.462456792593002,0.320929527282715,0.381873190402985,0.00229383376426995,0.00712401140481234
0.351253867149353,0.367552876472473,0.388076722621918,0.00232871854677796,0.00728603033348918
